Arranged number,Number,Book,Brand,Shade Name,Description,Finish,Stamping Polish,Topper/Effect,Notes
631,671,,Mooncat/LLP,Am I Everything You Fear?,Deep Teal with Pink-Orange-Green Shimmer & Holo,Multichrome,,,Song of Sirens Collection
632,672,,Mooncat/LLP,A Most Destructive Melody,Blue Purple Multichrome Shimmer,Multichrome,,,Song of Sirens Collection
633,673,,Mooncat/LLP,Maelstrom,Blue Green Jelly with Green-Yellow Flakies,Flakies,,,Song of Sirens Collection
634,674,,Mooncat/LLP,The Sea Between Us,Ocean Blue Jelly with Green Flakies,Flakies,,,Song of Sirens Collection
635,675,,Mooncat/LLP,The Sirens' Revenge,Mint Green with Blue-Green Shimmer,Shimmer,,,Song of Sirens Collection
636,676,,Mooncat/LLP,Full Scream Ahead,Light Mint Green Shimmer,Shimmer,,,My Inner Apocalypse Collection
637,677,,Mooncat/LLP,Heavenmetal,Sheer White with Silver Glitter and Blue Shimmer,Shimmer,,,Band of Misfits Collection
638,678,,Mooncat/LLP,Misery is my Favorite Color,Slate Grey with Blue Shimmer,Shimmer,,,My Inner Apocalypse Collection
639,679,,Mooncat/LLP,Like a Moth to a Flame,Smokey Grey with Red-Orange Shimmer,Shimmer,,,My Inner Apocalypse Collection
640,680,,Mooncat/LLP,Nightcrawler,Smokey Grey with Purple Shimmer,Shimmer,,,My Inner Apocalypse Collection
711,681,,Death Valley Nails,Yellow Iron Ore,"YELLOW IRON ORE: Wasatch Mountains, UT",Dust to Dust,,,Dust to Dust Collection
712,682,,Death Valley Nails,Barbarella,Neon Fuchsia Pink,Crème,,,
713,683,,Death Valley Nails,Joy Ride,Keylime Yellow with Subtle Green Shimmer,Crème,,,Spring 2023 Collection
714,684,,Death Valley Nails,Marsh,Medium Forest Green,Crème,,,Fall 2022 Collection
766,685,,Lucky13 Lacquer,I Suck! ,Neon Bubblegum Pink Jelly with Pink/Gold Shimmer and Rainbow Flakies GitD,Glow in the Dark,,,April 24 PPU
538,686,,Dam! Nail Polish,No! Not Rainbow Road,Black Jelly with Blue Purple Multichrome and Assorted Holo Glitter,Jelly & Glitter,,,April 24 PPU
525,687,,Psyche Minerals,Naydra,Teal Jelly with Blue Green Shummer and Green Reflective Glitter,Reflective Glitter,,,April 24 PPU
518,688,,Bees Knees Lacquers,Gwynriel,"Periwinkle Pastel Gold, Green, Blue Shimmer",Shimmer,,,Ships 3
519,689,,Bees Knees Lacquers,Elorcan,Purple Gold Multichrome with Silver Reflective Glitter,Reflective Glitter,,,Ships 3
520,690,,Bees Knees Lacquers,Elspeth X Ravyn,Purple with Green Shimmer,Multichrome,,,Ships 3
767,691,,Moon Shine Mani,There Are Two Types of Beings in the Universe: Those Who Dance and Those Who Do Not,Blackened Violet Jelly with Multichrome Flakies,Flakies,,,May 24 PPU
768,692,,Zombie Claw,Space Gray Zombies,Grey Crelly with Blue Green Shimmer ,Shimmer,,,May 24 PPU
769,693,,What Addiction?,Into the Unknown,"Blue Jelly with Blue shimmer, microglitter, and flakies",Jelly & Glitter,,,May 24 PPU
650,694,,Clionadh,Octahedrite,Black Jelly Base with Silver Magnetic Flakies and Silver Microglitter,Magnetic,,,May 24 PPU
691,695,,Holo Taco,Electric Sweetener,Purple-Magenta Crushed Holo with Blue Microshimmer,Crushed Holo,,,Rock Candy Collection
692,696,,Holo Taco,Pop Rocker,Bubblegum Pink Crushed Holo with Indigo Microshimmer,Crushed Holo,,,Rock Candy Collection
693,697,,Holo Taco,Jam Session,Red-Coral Crushed Holo with Pink Microshimmer,Crushed Holo,,,Rock Candy Collection
694,698,,Holo Taco,Sunshine Crush,Golden Yellow Crushed Holo with Orange Microshimmer,Crushed Holo,,,Rock Candy Collection
695,699,,Holo Taco,Sour Note,Green Crushed Holo with Pink Microshimmer,Crushed Holo,,,Rock Candy Collection
696,700,,Holo Taco,Blue Rizzler,Blue-Violet Crushed Holo with Pink Microshimmer,Crushed Holo,,,Rock Candy Collection
697,701,,Holo Taco,Sugar Rush,Off White Crushed Holo with Yellow Microshimmer,Crushed Holo,,,Rock Candy Collection
835,702,,I Made This,I am Misery,Black Blue Grey with Multichrome Shimmer,Shimmer,,,
817,703,,Dimension Nails,Blueberry Flax Milk,Pastel Blue Milk Jelly,Milk Jelly,,,Plant Based Milk Collection
818,704,,Dimension Nails,Blackberry Rice Milk,Pastel Purple Milk Jelly,Milk Jelly,,,Plant Based Milk Collection
715,705,,Death Valley Nails,Fossils,"FOSSILS: Kem Kem Beds, Sahara Desert, Morocco",Dust to Dust,,,Dust to Dust Collection
716,706,,Death Valley Nails,Cornflower,Cornflowers from Home Garden,Dust to Dust,,,Dust to Dust Collection
717,707,,Death Valley Nails,Spirulina,"SPIRULINA: Sonoran Desert, CA",Dust to Dust,,,Dust to Dust Collection
718,708,,Death Valley Nails,Bones,"BONE: Bastrop, TX",Dust to Dust,,,Dust to Dust Collection
726,709,,Death Valley Nails,Stagnant Water,Light green base with micro pink/gold chrome flakes and a variety of green glitter,Glitter,,,Spring 2024 Collection
720,710,,Death Valley Nails,Light Purple Pencil,Light purple pencil shavings (will dissolve over time) ,Pencil,,,Death to Death Collection
721,711,,Death Valley Nails,Gunmetal,Dark gunmetal silver with silver shimmer and chrome glitter,Crème,,,Fall 2022 Collection
722,712,,Death Valley Nails,Acid Reflux,Neon Green,Crème,,,Spring 2024 Collection
723,713,,Death Valley Nails,Rhododendron, Translucent = shade / Violet = sunshine,Solar,,,Summer 2022 Collection
724,714,,Death Valley Nails,Nostalgia,Cornflower blue base with strong copper/gold multichrome shift and subtle micro gold glitter,Shimmer,,,Summer 2024 Collection
725,715,,Death Valley Nails,Melancholia,Blue multichrome that shifts pink/gold/green/blue with rainbow multichrome flakes,Shimmer,,,Fall 2021 Collection
701,716,,Holo Taco,Encryption Key,Red Orange Multichrome Shimmer,Multichrome Shimmer,,,Lite Mode Collection
702,717,,Holo Taco,Wireless Mode,Blue Turquoise Multichrome Shimmer,Shimmer,,,Lite Mode Collection
703,718,,Holo Taco,Lite Link,Teal Green Multichrome Shimmer,Shimmer,,,Lite Mode Collection
705,719,,Holo Taco,Sunset Simulation,Rose Giold Multichrome Shimmer,Shimmer,,,Lite Mode Collection
861,720,,Mooncat/LLP,Forces of Evil,Red Jelly Base with Flakies and Microglitter,Flakies,,,Powerpuff Girls Collection
862,721,,Mooncat/LLP,Chemical X,Black Jelly Base with Multicolored Flakies and Microglitter,Flakies,,,Powerpuff Girls Collection
863,722,,Mooncat/LLP,Diabolical Mojo Jojo,"Purple Jelly Base with Purple Shimmer, Flakies, and Microglitter",Flakies,,,Powerpuff Girls Collection
864,723,,Mooncat/LLP,"Don't Cry, Bubbles",Sky Blue Jelly Base with Flakies and Glitter,Flakies,,,Powerpuff Girls Collection
865,724,,Mooncat/LLP,Blossom's Firebreath,Pink Jelly Base with Flakies and Microglitter,Flakies,,,Powerpuff Girls Collection
866,725,,Mooncat/LLP,Hardcore Buttercup,Green Jelly Base with Flakies and Microglitter,Flakies,,,Powerpuff Girls Collection
867,726,,Mooncat/LLP,Supervillain,Purple Blue Multichrome Flakie Glitter,Glitter,,,Bebop 2.0
719,727,,Death Valley Nails,Chrysocolla,"CHRYSOCOLLA: Tucson, Arizona",Dust to Dust,,,Dust to Dust Collection
364,728,,Holo Taco,Scattered Holo Taco,Holographic Glitter Topper,Glitter,,Topper,
706,729,,Holo Taco,Simply Chaotic,Dark Purple to Turquoise Flakie Thermal,Thermal,,,5th Anniversary Mixed Emotions Collection
707,730,,Holo Taco,Deeply Superficial,Magenta to Pale Pink Flakie Thermal,Thermal,,,5th Anniversary Mixed Emotions Collection
708,731,,Holo Taco,Funny Feeling,Turquoise to Yellow Shimmer Thermal,Thermal,,,5th Anniversary Mixed Emotions Collection
709,732,,Holo Taco,Rage Bait,Coral to Yellow Shimmer Thermal,Thermal,,,5th Anniversary Mixed Emotions Collection
710,733,,Holo Taco,Guilty Pleasure,Purple to Pink Shimmer Thermal,Thermal,,,5th Anniversary Mixed Emotions Collection
727,734,,Death Valley Nails,Swamp Sparrow,Dark Cherry Jelly,Jelly,,,Fall 2022 Collection
728,735,,Death Valley Nails,From the Wound Comes the Salve,Black Jelly with Blue Purple Multichrome Shimmer,Shimmer,,,Death to Death Collection
729,736,,Death Valley Nails,An Electric Eel in Love,Sheer Neon Pink with Slight Blue Shimmer,Shimmer,,,Summer 2021 Collection
730,737,,Death Valley Nails,Moon Milk,Neon Blue with Blue Shimmer,Shimmer,,,Summer 2021 Collection
731,738,,Death Valley Nails,Inglorious Buzzards,Dark  Blue to Teal Flakie Thermal,Thermal,,,Fall 2022 Collection
732,739,,Death Valley Nails,Antelope Valley,Matte Arctic Blue Crelly,Matte,,,
733,740,,Death Valley Nails,Varicose Veins,Dark Berry Maroon Jelly,Jelly,,,Winter 2023 Collection
734,741,,Death Valley Nails,Death Proof,Dark Blue/Aqua with Pink/Gold Magnetic Shift,Magnetic,,,Fall 2021 Collection
735,742,,Death Valley Nails,"But, do Aliens Believe in Me?",Purple Grey Multichrome Shimmer,Shimmer,,,Spring 2024 Collection
736,743,,Death Valley Nails,Black Pencil,Black pencil shavings (will dissolve over time) ,Pencil,,,Death to Death Collection
737,744,,Death Valley Nails,Dreamsicle ,Sherbert Orange with Pink Shimmer,Shimmer,,,Spring 2023 Collection
738,745,,Death Valley Nails,Cobalt Pencil,Cobalt Blue Pencil Shavings (Will Dissolve Over Time),Pencil,,,Death to Death Collection
739,746,,Death Valley Nails,Wildflowers,WILDFLOWERS: Texas Meadow,Dust to Dust,,,Dust to Dust Collection
740,747,,Death Valley Nails,Viva la Vida Frida,Light pink duochrome with gold/green shift and gold flakes,Shimmer,,,Winter 2021
664,748,,Cirque Colors,Road Rage,Neon Red,Crème,,,Vice 2024
665,749,,Cirque Colors,Plastik,Neon Deep Magenta,Crème,,,Vice 2024
666,750,,Cirque Colors,Mile High Club,Neon Cobalt Blue,Crème,,,Vice 2024
667,751,,Cirque Colors,High Roller,Neon Mint Green,Crème,,,Vice 2024
668,752,,Cirque Colors,Guilty Pleasure,Neon Purple,Crème,,,Vice 2024
669,753,,Cirque Colors,Electric Daisy,Neon Highlighter Yellow,Crème,,,Vice 2024
698,754,,Holo Taco,Berry Me in Holo,Raspberry Crushed Holo,Crushed Holo,,,Safiya (Nygaard) Collection
670,755,,Cirque Colors,Bisou Bisou,Periwinkle to Pink Thermal,Thermal,,,
801,756,,Lilypad Lacquer,Spookylicious,Neon Green Jelly with Flame Flakies,Flakies,,,September 21 PPU
802,757,,Red Eyed Lacquer,Mystery,Bright Blue with Pink Flakies,Flakies,,,
803,758,,Geekish Glitter Lacquer,We're the Tops,Purple Holo with Flakies,Flakies,,,Polish & Dreams 2022 Exclusive
804,759,,Enchanted Polish,Rainstorm ,Navy Blue with Rainbow Holo,Holo,,,
770,760,,KBShimmer,One in a Melon,Neon Pink with Flakies,Flakies,,,
821,761,,Bees Knees Lacquers,I am Now the Most Powerful Turtle in the World,Turtle Green with Pink to Gold Flakies and Holo,Flakies,,,Flakie Fandom June 2023
822,762,,Bees Knees Lacquers,Lavamancy ,Hot Pink with Green Blue Shimmer,Shimmer,,,Hella Handmade Creations 8th Anniversary
781,763,,Holo Taco,Inkwell,Sepia Brown with Bronze Micoshimmer,Shimmer,,,Dark Academia Collection [Grad School Bundle]
782,764,,Holo Taco,Secret Society,Greige Jelly with Gold Microshimmer and Scattered Holo,Shimmer,,,Dark Academia Collection [Grad School Bundle]
783,765,,Holo Taco,Ivy League,Blackened Green Jelly with Green Shimmer,Shimmer,,,Dark Academia Collection [Grad School Bundle]
784,766,,Holo Taco,Silent Library,Navy Frosted Metal,Foil,,,Dark Academia Collection [Grad School Bundle]
785,767,,Holo Taco,Head Hunter,Dark Hunter Green Crème,Crème,,,Dark Academia Collection
786,768,,Holo Taco,Devil's Advocate,Blackened Oxblood Crelly,Crelly,,,Dark Academia Collection
811,769,,Cirque Colors,Mustard Jelly,Yellow Brown Mustard /jelly,Jelly,,,
805,770,,KBShimmer,Upside Round,Multi-size Multi-color Neon Round Matte Glitter in a Clear Base,Glitter,,Yes,
741,771,,Death Valley Nails,Yellow-bellied Sapsucker,Muddied Toad Green,Crème,,,
742,772,,Death Valley Nails,Canoodling,Neon Bright Pink,Crème,,,
807,773,,Maniology,Ruby Slipper,Muted Red with Metallic Shimmer,Shimmer,Yes,,
808,774,,Maniology,Toco Toucan,Copper Rose with Gold and Pink Shimmer,Shimmer,Yes,,
806,775,,Starrily,Crimson Twilight,Bright True Red with Golden Shimmer,Shimmer,,,
812,776,,Cirque Colors,All In,Lime Green Shimmergrahic with Red Gold Shimmer,Shimmergraphic,,,Kelli Marissa Collection
814,777,,Cirque Colors,Vanilla Bean,Ivory Cream with Black Specks,Speckled,,,
813,778,,Cirque Colors,Ethel,Forest Green Shimmergraphic with Red Gold Shimmer,Shimmergraphic,,,
831,779,,I Made This,Like Monayyyy,Green/Teal Thermal with Silver Holo and Emerald Glitter,Holo,,,
832,780,,I Made This,Punk Pop,Pink GitD with Pink Shimmer and Holo,Glow in the Dark,,,
743,781,,Death Valley Nails,Nevermore,Green/gold aurora holographic with silver micro holo glitter,Holo,,,Halloween 2024 Collection
744,782,,Death Valley Nails,Lana del Wraith,Black to Sheer Matte Jelly Thermal with Purple Shards,Thermal,,,Halloween 2024 Collection
745,783,,Death Valley Nails,Costume Jewlery,Multichrome Flakies / Holo Glitter / Reflective Glitter,Flakies,,,Autumn 2024 Collection
787,784,,Holo Taco,Gosh Garnet,Garnet Burgundy with Red-Broze shift,Shimmer,,,Birthday 2024 (Birthstone) Launch
788,785,,Holo Taco,Crystal Mommy,Amethyst Crushed Holo with Pink Microshimmer,Crushed Holo,,,Birthday 2024 (Birthstone) Launch
789,786,,Holo Taco,Happily Ever Aqua,Aquamarine Linear Holo with Cyan Shimmr,Shimmer,,,Birthday 2024 (Birthstone) Launch
790,787,,Holo Taco,Ride or Diamond,Silver Multiglitter,Glitter,,,Birthday 2024 (Birthstone) Launch
791,788,,Holo Taco,Emerald City,Deep Green Jelly with Emerald Flakies,Jelly & Glitter,,,Birthday 2024 (Birthstone) Launch
792,789,,Holo Taco,The Price is Alexandrite,Teal to Purple Multichrome with Purple Metallic Flakies,Multichrome,,,Birthday 2024 (Birthstone) Launch
793,790,,Holo Taco,"Ruby, Madly, Deeply",Red Jelly Base with Ruby Red Glitter,Jelly & Glitter,,,Birthday 2024 (Birthstone) Launch
794,791,,Holo Taco,Peridon't Bother Me,Lime Green Shimmer with Yellow-Green Shift and Green Reflective Glitter,Shimmer,,,Birthday 2024 (Birthstone) Launch
795,792,,Holo Taco,Playing with Sapphire,Dark Blue Jelly Base with Sapphire Flakies,Jelly & Glitter,,,Birthday 2024 (Birthstone) Launch
796,793,,Holo Taco,Birthday Brat,Bright Pink Frosted Metal with Silver and Rose Gold Foil,Foil,,,Birthday 2024 (Birthstone) Launch
797,794,,Holo Taco,Topaz Tears,Brown Jelly with Topaz Flakes and Green-Gold Flakies,Jelly & Glitter,,,Birthday 2024 (Birthstone) Launch
798,795,,Holo Taco,Tanzanite Away,Indigo Jelly with Red Microshimmer and Blue Reflective Glitter,Reflective Glitter,,,Birthday 2024 (Birthstone) Launch
778,796,,Holo Taco,Gold Flakie Holo Taco,Gold Scattered Flakie Holo Taco,Holo,,Topper,1st Anniversary Collection
779,797,,Holo Taco,Blue Flakie Holo Taco,Blue Scattered Flakie Holo Taco,Holo,,Topper,1st Anniversary Collection
780,798,,Holo Taco,Purple Flakie Holo Taco,Purple Flakie Holo Taco,Holo,,Topper,1st Anniversary Collection
809,799,,Cracked,Crypt Couture,Grey Base with Blue Shimmer and Silver and Black Flakes,Shimmer,,,Little Box of Horrors September 24
810,800,,Humble Bee,Haunted Hearts,Denim Blue Jelly with a Mix of Rainbow Flakies,Flakies,,,Little Box of Horrors September 24
746,801,,Death Valley Nails,Cruella de Tejas,Raspberry to Pink Thermal with Shimmer,Thermal,,,Valentine's 2022 Collection
826,802,,ILNP,Set in Stone,Creamy Greige Holo,Holo,,,Tranquility Collection
760,803,,Bluebird Lacquer,Cloudy with a Chance of Rainbows,"Blue Jelly Base with Shimmer, Holo & Rainbow Flakes",Glitter,,,October 24 PPU
761,804,,Clionadh,Ice Age,Shimmering Aqua to Pink with Blue Microglitter,Shimmer,,,October 24 PPU
762,805,,Vanessa Molina,Rainbow Cloud,Blue Jelly Base with Glass Flakies,Flakies,,,October 24 PPU
763,806,,Zombie Claw,Paranormal,Dark Grey to Clear with Black Flakies,Thermal,,,October 24 PPU
764,807,,Ethereal,Otherworldly,Soft Lilac with Pink Shimmer,Shimmer,,,October 24 PPU
765,808,,Leesha's Lacquers,Animikiikaa,Black to Purple to Blue Thermal with Scattered Holo,Thermal,,,October 24 PPU
819,809,,Dimension Nails,Banana Hemp Milk,Pastel Yellow Milk Jelly,Milk Jelly,,,Plant Based Milk Collection
820,810,,Witchcult,Taurus,Pastel Green Crelly with Glowy Green Shimmer,Shimmer,,,
747,811,,Death Valley Nails,Golden Smog,Golden Moss Green with Gold Shimmer,Shimmer,,,Halloween 2022 Collection
748,812,,Death Valley Nails,Bad Seed,Dark Emerald Green Shimmer,Shimmer,,,Winter 2023 Collection
851,813,,Starrily,Sundial,Rose to Bronze Metallic,Metallic,,,
852,814,,Starrily,Amulet,Silver Foil Magnetic,Magnetic,,,
853,815,,Starrily,Quartz Crystal,Pink with Silver Magnetic Particles,Magnetic,,,
854,816,,Starrily,Atomic Clock,Blue Shimmer with Silver Magnetic Particles,Magnetic,,,
855,817,,Starrily,Hourglass,Darkened Purple Shimmer with Silver Magnetic Particles,Magnetic,,,
856,818,,Starrily,The Cat's Meow,Light Blurple with Copper Shimmer and Holo,Holo,,,
857,819,,Starrily,Oxytocin,Deep Burgundy with Holo Glitter,Holo,,,
858,820,,Starrily,Luna,"Sparkle Microglitter Mix of Lilac, Gold, and Silver",Glitter,,,
827,821,,ILNP,Clover,Pear Green Jelly with Holo,Jelly,,,Fairy Forest Collection
828,822,,ILNP,Party Popper,Gold and Silver Metallic Flakie Topper,Glitter,,Topper,At Midnight Collection
829,823,,ILNP,Willow,Lime Green Shimmer,Shimmer,,,Wildflowers Collection
830,824,,ILNP,Sunny Days,Neon Peach Crème,Crème,,,Poolside Collection
841,825,,Cracked,Lemon Brain,Lemon Yellow Shimmer,Shimmer,,,Artificial Flavors Collection
842,826,,Cracked,Lima Jelly Bean,Lime Green Jelly with Holo and Gold Glitter,Jelly & Glitter,,,Artificial Flavors Collection
843,827,,Cracked,Lion's Tooth,Warm Vanilla Crème,Crème,,,Doom And Gloom Collection
844,828,,Cracked,Pink Strawberry Puffs,Sheer Pink with Pink Shimmer and Gold Shift,Shimmer,,,Artificial Flavors Collection
845,829,,Cracked,Chocolate Gram,Dark Chocolate Brown Jelly,Jelly,,,Young Love Collection
846,830,,Cracked,Pushin' Pop,Tangerine with Pink Shimmer,Shimmer,,,Artificial Flavors Collection
749,831,,Death Valley Nails,A Little Gumption,Neon Pastel Orange,Crème,,,Spring 2024 Collection
750,832,,Death Valley Nails,Middle Child,Neon Pastel Yellow Orange,Crème,,,Spring 2024 Collection
751,833,,Death Valley Nails,Willy Nilly,Neon Pastel Coral,Crème,,,Spring 2024 Collection
752,834,,Death Valley Nails,Seagrass,Ocean Teal Crelly,Crelly,,,Summer 2022 Collection
753,835,,Death Valley Nails,Lonesome,Eminence Purple,Crème,,,Valentine's 2023 Collection
823,836,,Bkind,Perle,Mother of Pearl,Shimmer,,,November 2024 Up North Trip
754,837,,Death Valley Nails,Promises,Turqoise ,Crème,,,Spring 2024 Collection
755,838,,Death Valley Nails,Two Ticks and No Dog,Purple to Aquamarine Thermal with Pink Shimmer,Thermal,,,Spring 2023 Collection
756,839,,Death Valley Nails,Marfa Lights,Ethereal Shimmering Blue,Glow in the Dark,,,Spring 2022 Collection
824,840,,Clionadh,I Want an Everlasting Gobstopper,Rainbow Metallic Flakies,Flakies,,,February 23 PPU
771,841,,Holo Taco,Shadow Lake,Grey Base with Blue Shimmer,Shimmer,,,Underglow Collection
772,842,,Holo Taco,Moon Lagoon,Aqua Baase with Pink Shimmer,Shimmer,,,Underglow Collection
773,843,,Holo Taco,Vitamin Glow,Blue Base with Pink Shimmer,Shimmer,,,Underglow Collection
774,844,,Holo Taco,Phantom Call,Purple with Orange Gold Shimmer,Shimmer,,,Underglow Collection
775,845,,Holo Taco,Swan Song,White base with Blue Shimmer,Shimmer,,,Underglow Collection
776,846,,Holo Taco,Cloud Nine,Pink Base with Blue Shimmer,Shimmer,,,Underglow Collection
891,847,,Death Valley Nails,Born with Thorns,Emerald Duochrome with BlueGreen Shimmer,Multichrome,,,Winter 2022 Collection
892,848,,Death Valley Nails,Gris-Gris of the Bog,Purple with Silver Flakes,Glow in the Dark,,,Valentine's 2022 Collection
893,849,,Death Valley Nails,Nighthawk with his Death Note,Blue Purple Multichrome,Multichrome,,,Halloween 2022 Collection
894,850,,Death Valley Nails,Nostalgia,Cornflower Blue Gold Multichrome with Gold Microglitter,Multichrome,,,Summer 2024 Collection
895,851,,Death Valley Nails,The Sink After She Shaves,Purple Pink Thermal with Bar Glitter,Thermal,,,Summer 2024 Collection
896,852,,Death Valley Nails,The Wicked Witch of Texas,Sheer Pink Linear Holo with Red/Green/Gold Multichrome Shimmer,Holographic,,,Summer 2024 Collection
881,853,,Holo Taco,Miss Fire,Burgundy Jelly with Red Metallic Foil and Gold Glitter [Replaced by Gosh Garnet],Glitter,,,2024 Declassified Colletion
882,854,,Holo Taco,Going Solo,Black Crushed Holo with Blue Shimmer [Rock Candy Collection Reject],Crushed Holo,,,2024 Declassified Colletion
883,855,,Holo Taco,Camera Shy,Muted Purple Jelly with Pink Microshimmer [Replaced by Phantom Call],Shimmer,,,2024 Declassified Colletion
884,856,,Holo Taco,Glazed Over,White with Opalescent Shimmer [Replaced by Swan Song],Shimmer,,,2024 Declassified Colletion
825,857,,Ethereal,Dance of the Sugar Plum Fairy,Sheer pink with Blue Shimmer,Shimmer,,,December 24 PPU
868,858,,Mooncat/LLP,A Galaxy Far Far Away,Black Base with Blue and Red Glitter and Blue Magnetic,Magnetic,,,Join the Dark Side Star Wars Collection
869,859,,Mooncat/LLP,Star Destroyer,Blue Jelly with Silver Metallic Flakies,Foil,,,Join the Dark Side Star Wars Collection
870,860,,Mooncat/LLP,Dawn of the Empire,Black Base with a Red Magnetic,Magnetic,,,Join the Dark Side Star Wars Collection
871,861,,Mooncat/LLP,Death Star,Silver Holo Base with Silver Magnetic,Magnetic,,,Join the Dark Side Star Wars Collection
872,862,,Mooncat/LLP,Lord Vader,Rose Shimmer Base with Silver Magnetic,Magnetic,,,Join the Dark Side Star Wars Collection
873,863,,Mooncat/LLP,Imperial Strom Trooper,Black to Grey Thermal with Silver Magnetic,Thermal/Magnetic,,,Join the Dark Side Star Wars Collection
874,864,,Mooncat/LLP,Scum and Villany,Brown Base with Bronze Flakies and Tan Magnetic,Magnetic,,,Join the Dark Side Star Wars Collection
885,865,,Holo Taco,David's Teal,Bright Teal Crème,Crème,,,Holo Taco x DAVIDsTEA Collection
886,866,,Holo Taco,Steep Dreams,Navy Blue Crushed Holo,Crushed Holo,,,Holo Taco x DAVIDsTEA Collection
887,867,,Holo Taco,Pearl Grey,White Crelly with Glitter and Shimmer,Glitter,,,Holo Taco x DAVIDsTEA Collection
888,868,,Holo Taco,Teal with It,Bright Teal Microfoil,Microfoil,,,Holo Taco x DAVIDsTEA Collection
897,869,,Death Valley Nails,VERKLEMPT,Matte Pink Heart and Magenta Diamond Glitter in a Pink Microglitter base,Glitter,,,Valentine's 2025 Collection
898,870,,Death Valley Nails,Waving Goodbye,Blue/Violet/White/Magenta Photo-Thermal,Photo-Thermal,,,Valentine's 2025 Collection
899,871,,Death Valley Nails,A Dream as Real as Stubbing Your Toe,Berry Jelly with Aurora Shimmer and Holo,Jelly,,,Valentine's 2025 Collection
900,872,,Death Valley Nails,Mod Podging Over Our Problems,Chrome Pink Microflakes and Mega Shimmer,Shimmer,,,Valentine's 2025 Collection
901,873,,Death Valley Nails,Cooties,White Crelly with Pink Glitter,Crelly,,,Valentine's 2025 Collection
902,874,,Death Valley Nails,Stay a While,Cool Dirty Pink with Auroa Shimmer,Shimmer,,,Valentine's 2025 Collection
903,875,,Death Valley Nails,Garlic Breath,Merlot Holo,Holo,,,Valentine's 2025 Collection
904,876,,Death Valley Nails,Blushing,Pink/Mauve/Yellow/Grey Photo-Thermal,Photo-Thermal,,,Valentine's 2025 Collection
905,877,,Death Valley Nails,I'd Let Him Eat Crackers in my Bed,Lilac with Magenta Shimmer and Rose Gold Glitter,Shimmer,,,Valentine's 2025 Collection
906,878,,Death Valley Nails,Two Rumps on a Carved Stump,Deep Blurple with Black to Red Microflakes,Flakies,,,Valentine's 2025 Collection
875,879,,Mooncat/LLP,Sheep's Clothing,Light Grey Linear Holo with Pink Shimmer,Shimmer,,,Raremade
876,880,,Mooncat/LLP,The Glory of Innocence,Purple Green Holo Shimmer,Shimmer,,,Pandora Unboxed Collection
877,881,,Mooncat/LLP,Queen of the Dead,Deep Maroon to Raspberry Thermal,Thermal,,,Seasons of Persephone Collection
878,882,,Mooncat/LLP,Serpents of Eden,Green Teal Yellow Blue Multichrome,Multichrome,,,Pandora Unboxed Collection
879,883,,Mooncat/LLP,Twilight Sonata,Deep Blue to Purple Thermal with Blue Shimmer,Thermal,,,Fallen Collection
847,884,,Cracked,Jewel of the Ball,,Magnetic,,,January 25 PPU
,885,,Canmake,Cassis Soda,Pink Glitter in Pink Jelly Base,Glitter,,,2025 New York Anniversary Trip
,886,,Holo Taco,Born Ugly,Pantone 448C,Crème,,,April Fools 2025